value,hour,day,month,year
0.09,12,4,7,2016
0.01,13,4,7,2016
0.09,14,4,7,2016
0.11,15,4,7,2016
0.01,16,4,7,2016
0.01,20,4,7,2016
0.05,21,4,7,2016
0.08,22,4,7,2016
0.01,23,4,7,2016
0.03,0,5,7,2016
0.04,8,5,7,2016
0.04,9,5,7,2016
0.02,10,5,7,2016
0.04,11,5,7,2016
0.02,13,5,7,2016
0.08,14,5,7,2016
0.02,15,5,7,2016
0.01,19,5,7,2016
0.03,9,6,7,2016
0.07,10,6,7,2016
0.06,11,6,7,2016
0.08,13,6,7,2016
0.09,14,6,7,2016
0.1,15,6,7,2016
0.1,16,6,7,2016
0.01,17,6,7,2016
0.1,20,6,7,2016
0.16,21,6,7,2016
0.06,22,6,7,2016
0.01,0,7,7,2016
0.16,9,7,7,2016
0.08,10,7,7,2016
0.01,11,7,7,2016
0.01,12,7,7,2016
0.01,18,7,7,2016
0.24,19,7,7,2016
0.19,20,7,7,2016
0.03,21,7,7,2016
0.02,23,7,7,2016
0.02,8,1,7,2016
0.03,9,1,7,2016
0.02,20,1,7,2016
0.01,21,1,7,2016
0.01,4,2,7,2016
0.08,7,2,7,2016
0.04,8,2,7,2016
0.01,20,2,7,2016
0.02,21,2,7,2016
0.01,22,2,7,2016
0.01,23,2,7,2016
0.02,0,3,7,2016
0.01,3,3,7,2016
0.01,5,3,7,2016
0.03,8,3,7,2016
0.01,9,3,7,2016
0.01,11,3,7,2016
0.03,13,3,7,2016
0.04,14,3,7,2016
0.01,16,3,7,2016
0.01,17,3,7,2016
0.03,20,3,7,2016
0.05,21,3,7,2016
0.01,22,3,7,2016
0.02,0,4,7,2016
0.01,1,4,7,2016
0.01,2,4,7,2016
0.03,3,4,7,2016
0.03,4,4,7,2016
0.07,5,4,7,2016
0.05,6,4,7,2016
0.02,7,4,7,2016
0.21,8,4,7,2016
0.13,9,4,7,2016
0.01,13,4,7,2016
0.01,16,4,7,2016
0.01,17,4,7,2016
0.01,18,4,7,2016
0.01,19,4,7,2016
0.12,20,4,7,2016
0.03,21,4,7,2016
0.02,22,4,7,2016
0.04,0,5,7,2016
0.03,0,3,7,2016
0.02,1,3,7,2016
0.01,2,3,7,2016
0.01,4,3,7,2016
0.03,9,3,7,2016
0.04,10,3,7,2016
0.03,14,3,7,2016
0.02,15,3,7,2016
0.08,21,3,7,2016
0.05,22,3,7,2016
0.02,0,4,7,2016
0.01,7,4,7,2016
0.02,8,4,7,2016
0.01,9,4,7,2016
0.01,10,4,7,2016
0.01,11,4,7,2016
0.01,14,4,7,2016
0.07,15,4,7,2016
0.01,17,4,7,2016
0.02,18,4,7,2016
0.01,19,4,7,2016
0.03,20,4,7,2016
0.01,21,4,7,2016
0.01,22,4,7,2016
0.01,23,4,7,2016
0.01,0,5,7,2016
0.01,1,5,7,2016
0.01,7,5,7,2016
0.06,8,5,7,2016
0.02,9,5,7,2016
0.02,10,5,7,2016
0.01,12,5,7,2016
0.02,13,5,7,2016
0.01,14,5,7,2016
0.01,20,5,7,2016
0.08,21,5,7,2016
0.07,22,5,7,2016
0.07,23,5,7,2016
0.04,0,6,7,2016
0.02,1,6,7,2016
0.01,3,6,7,2016
0.01,10,6,7,2016
0.03,11,6,7,2016
0.01,12,6,7,2016
0.01,13,6,7,2016
0.01,14,6,7,2016
0.02,18,6,7,2016
0.02,20,6,7,2016
0.07,21,6,7,2016
0.03,22,6,7,2016
0.03,8,7,7,2016
0.05,9,7,7,2016
0.12,10,7,7,2016
0.07,11,7,7,2016
0.01,12,7,7,2016
0.02,14,7,7,2016
0.05,15,7,7,2016
0.01,1,1,8,2016
0.01,2,1,8,2016
0.01,7,1,8,2016
0.02,9,1,8,2016
0.01,12,1,8,2016
0.01,13,1,8,2016
0.01,16,1,8,2016
0.03,20,1,8,2016
0.01,21,1,8,2016
0.01,22,1,8,2016
0.01,23,1,8,2016
0.01,0,2,8,2016
0.04,8,2,8,2016
0.01,12,2,8,2016
0.02,20,2,8,2016
0.03,21,2,8,2016
0.02,22,2,8,2016
0.01,23,2,8,2016
0.01,0,3,8,2016
0.01,2,3,8,2016
0.01,7,3,8,2016
0.03,8,3,8,2016
0.01,9,3,8,2016
0.01,12,3,8,2016
0.02,13,3,8,2016
0.02,15,3,8,2016
0.03,16,3,8,2016
0.02,18,3,8,2016
0.03,19,3,8,2016
0.01,0,4,8,2016
0.01,7,4,8,2016
0.04,8,4,8,2016
0.01,0,5,8,2016
0.01,7,5,8,2016
0.04,8,5,8,2016
0.02,9,5,8,2016
0.04,11,5,8,2016
0.02,12,5,8,2016
0.03,13,5,8,2016
0.06,14,5,8,2016
0.08,15,5,8,2016
0.04,16,5,8,2016
0.01,17,5,8,2016
0.08,20,5,8,2016
0.24,21,5,8,2016
0.08,22,5,8,2016
0.03,23,5,8,2016
0.06,0,6,8,2016
0.02,7,6,8,2016
0.09,8,6,8,2016
0.03,9,6,8,2016
0.01,23,4,8,2016
0.06,0,5,8,2016
0.02,1,5,8,2016
0.01,8,5,8,2016
0.04,9,5,8,2016
0.03,10,5,8,2016
0.02,11,5,8,2016
0.01,12,5,8,2016
0.02,14,5,8,2016
0.04,15,5,8,2016
0.03,17,5,8,2016
0.01,19,5,8,2016
0.06,20,5,8,2016
0.01,21,5,8,2016
0.01,22,5,8,2016
0.01,23,5,8,2016
0.01,0,6,8,2016
0.01,6,6,8,2016
0.02,9,6,8,2016
0.06,11,6,8,2016
0.01,12,6,8,2016
0.03,13,6,8,2016
0.01,14,6,8,2016
0.05,15,6,8,2016
0.01,16,6,8,2016
0.02,17,6,8,2016
0.28,18,6,8,2016
0.22,19,6,8,2016
0.02,20,6,8,2016
0.02,1,7,8,2016
0.02,8,7,8,2016
0.07,9,7,8,2016
0.13,10,7,8,2016
0.08,11,7,8,2016
0.04,12,7,8,2016
0.01,13,7,8,2016
0.02,14,7,8,2016
0.01,15,7,8,2016
0.06,16,7,8,2016
0.04,17,7,8,2016
0.06,19,7,8,2016
0.08,20,7,8,2016
0.01,21,7,8,2016
0.01,22,7,8,2016
0.01,23,7,8,2016
0.01,0,1,8,2016
0.01,1,1,8,2016
0.01,3,1,8,2016
0.01,4,1,8,2016
0.01,6,1,8,2016
0.03,8,1,8,2016
0.02,9,1,8,2016
0.06,10,1,8,2016
0.02,11,1,8,2016
0.01,12,1,8,2016
0.01,13,1,8,2016
0.01,19,1,8,2016
0.15,20,1,8,2016
0.02,21,1,8,2016
0.01,22,1,8,2016
0.01,23,1,8,2016
0.01,6,2,8,2016
0.06,7,2,8,2016
0.09,8,2,8,2016
0.11,9,2,8,2016
0.01,18,2,8,2016
0.01,19,2,8,2016
0.03,20,2,8,2016
0.01,21,2,8,2016
0.01,23,2,8,2016
0.01,0,3,8,2016
0.01,4,3,8,2016
0.01,6,3,8,2016
0.05,8,3,8,2016
0.03,9,3,8,2016
0.02,10,3,8,2016
0.16,11,3,8,2016
0.01,12,3,8,2016
0.02,13,3,8,2016
0.02,14,3,8,2016
0.03,15,3,8,2016
0.01,16,3,8,2016
0.03,19,3,8,2016
0.09,20,3,8,2016
0.1,21,3,8,2016
0.07,22,3,8,2016
0.02,0,4,9,2016
0.02,1,4,9,2016
0.04,2,4,9,2016
0.03,3,4,9,2016
0.01,4,4,9,2016
0.01,5,4,9,2016
0.04,6,4,9,2016
0.01,7,4,9,2016
0.08,8,4,9,2016
0.08,9,4,9,2016
0.01,10,4,9,2016
0.01,11,4,9,2016
0.1,12,4,9,2016
0.01,13,4,9,2016
0.03,19,4,9,2016
0.02,20,4,9,2016
0.04,21,4,9,2016
0.01,22,4,9,2016
0.01,23,4,9,2016
0.03,0,5,9,2016
0.01,1,5,9,2016
0.02,2,5,9,2016
0.03,3,5,9,2016
0.03,4,5,9,2016
0.04,5,5,9,2016
0.03,6,5,9,2016
0.04,7,5,9,2016
0.06,8,5,9,2016
0.08,9,5,9,2016
0.01,14,5,9,2016
0.03,15,5,9,2016
0.04,19,5,9,2016
0.07,20,5,9,2016
0.05,21,5,9,2016
0.06,22,5,9,2016
0.01,23,5,9,2016
0.04,0,6,9,2016
0.06,1,6,9,2016
0.02,5,6,9,2016
0.13,9,6,9,2016
0.06,10,6,9,2016
0.09,11,6,9,2016
0.01,12,6,9,2016
0.02,13,6,9,2016
0.03,14,6,9,2016
0.05,15,6,9,2016
0.02,16,6,9,2016
0.06,18,6,9,2016
0.08,19,6,9,2016
0.01,1,7,9,2016
0.04,7,7,9,2016
0.09,9,7,9,2016
0.09,10,7,9,2016
0.11,11,7,9,2016
0.2,12,7,9,2016
0.18,13,7,9,2016
0.19,14,7,9,2016
0.05,17,7,9,2016
0.05,17,7,9,2016
0.04,18,7,9,2016
0.08,19,7,9,2016
0.07,20,7,9,2016
0.03,21,7,9,2016
0.01,23,7,9,2016
0.01,6,1,9,2016
0.03,7,1,9,2016
0.04,8,1,9,2016
0.01,9,1,9,2016
0.01,14,1,9,2016
0.04,19,1,9,2016
0.07,20,1,9,2016
0.08,21,1,9,2016
0.02,22,1,9,2016
0.01,23,1,9,2016
0.01,0,2,9,2016
0.01,6,2,9,2016
0.02,7,2,9,2016
0.05,8,2,9,2016
0.02,9,2,9,2016
0.03,12,2,9,2016
0.02,13,2,9,2016
0.01,18,2,9,2016
0.01,19,2,9,2016
0.13,20,2,9,2016
0.06,21,2,9,2016
0.01,22,2,9,2016
0.01,23,2,9,2016
0.01,0,3,9,2016
0.1,7,3,9,2016
0.06,8,3,9,2016
0.01,10,3,9,2016
0.04,11,3,9,2016
0.08,12,3,9,2016
0.09,13,3,9,2016
0.02,16,3,9,2016
0.03,17,3,9,2016
0.11,20,3,9,2016
0.04,21,3,9,2016
0.01,22,3,9,2016
0.01,23,3,9,2016
0.01,0,4,9,2016
0.01,4,4,9,2016
0.01,6,4,9,2016
0.01,7,4,9,2016
0.06,8,4,9,2016
0.01,16,4,9,2016
0.03,18,4,9,2016
0.01,19,4,9,2016
0.06,20,4,9,2016
0.03,21,4,9,2016
0.01,22,4,9,2016
0.01,23,4,9,2016
0.01,0,5,9,2016
0.02,7,5,9,2016
0.08,8,5,9,2016
0.08,9,5,9,2016
0.11,10,5,9,2016
0.05,11,5,9,2016
0.03,12,5,9,2016
0.01,14,5,9,2016
0.01,15,5,9,2016
0.06,17,5,9,2016
0.01,18,5,9,2016
0.04,20,5,9,2016
0.14,21,5,9,2016
0.04,22,5,9,2016
0.01,23,5,9,2016
0.01,0,6,9,2016
0.02,8,6,9,2016
0.18,9,6,9,2016
0.07,10,6,9,2016
0.01,11,6,9,2016
0.01,12,6,9,2016
0.06,13,6,9,2016
0.2,14,6,9,2016
0.04,15,6,9,2016
0.01,16,6,9,2016
0.03,17,6,9,2016
0.01,19,6,9,2016
